City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
380,ginir,8,ET,1543352975,83,7.14,40.71,54.54,2.62
381,kavaratti,0,IN,1543352976,100,10.57,72.64,83.11,1.95
382,tres arroyos,92,AR,1543352976,69,-38.38,-60.28,69.48,9.22
383,nuzvid,0,IN,1543352977,90,16.79,80.85,64.57,3.74
384,ibung,48,PH,1543352977,99,16.61,121.19,66.19,2.39
385,preobrazheniye,0,RU,1543352977,48,42.9,133.91,17.19,5.53
386,hasaki,20,JP,1543350240,100,35.73,140.83,42.8,2.24
387,shimoda,40,JP,1543349700,71,34.7,138.93,53.6,2.24
388,yichun,24,CN,1543352699,90,27.8,114.38,38.34,2.62
389,kaeo,20,NZ,1543352979,75,-35.1,173.78,65.16,13.8
390,ponta delgada,75,PT,1543350600,93,37.73,-25.67,66.2,21.92
391,xihe,0,CN,1543352980,62,34.02,105.29,14.31,2.28
392,kurilsk,76,RU,1543352980,100,45.23,147.88,39.82,11.56
393,valle del guamuez,40,CO,1543348800,62,0.45,-76.92,86.0,8.05
394,naliya,36,IN,1543352980,60,23.26,68.83,61.47,2.73
395,bukama,80,CD,1543352981,92,-9.2,25.85,71.82,0.72
396,kango,92,GA,1543352981,99,0.19,10.1,71.82,1.39
397,iberia,8,PE,1543352982,42,-11.41,-69.49,92.7,6.2
398,lavumisa,20,ZA,1543348800,69,-27.31,31.88,82.4,4.7
399,magadan,68,RU,1543352982,100,59.56,150.8,11.47,27.45
400,anchorage,75,US,1543352280,92,61.22,-149.89,35.96,6.64
401,stanilesti,90,RO,1543352400,86,46.62,28.17,30.2,11.41
402,necochea,88,AR,1543352983,67,-38.55,-58.74,73.12,8.43
403,biltine,0,TD,1543352984,52,14.53,20.93,62.01,3.74
404,faanui,48,PF,1543352984,100,-16.48,-151.75,82.17,13.02
405,san carlos de bariloche,40,AR,1543348800,16,-41.13,-71.31,75.2,6.93
406,les cayes,0,HT,1543352824,99,18.19,-73.75,81.9,10.45
407,oranjemund,8,ZA,1543352985,94,-28.55,16.43,60.34,22.53
408,kalemie,12,CD,1543352986,100,-5.95,29.2,75.06,5.19
409,noumea,0,NC,1543350600,64,-22.28,166.46,73.4,1.12
410,valdivia,0,CL,1543348800,56,-39.81,-73.25,69.8,9.17
411,taga,20,JP,1543348800,76,35.21,136.34,53.6,10.29
412,hirara,0,JP,1543352987,100,24.8,125.28,74.16,15.26
413,deputatskiy,36,RU,1543352987,48,69.3,139.9,-30.25,2.84
414,johi,48,PK,1543352987,92,26.69,67.61,63.36,4.29
415,port hardy,75,CA,1543348800,93,50.7,-127.42,48.2,6.93
416,fort wellington,92,GY,1543352988,100,6.4,-57.6,79.42,10.67
417,camocim,64,BR,1543352988,67,-2.9,-40.84,83.47,10.89
418,rio gallegos,0,AR,1543348800,30,-51.62,-69.22,68.0,18.34
419,tabuk,56,PH,1543352990,96,17.41,121.44,64.21,0.72
420,ovre ardal,0,NO,1543348200,78,61.32,7.8,17.6,4.7
421,san andres,32,PH,1543352991,100,13.32,122.68,79.29,14.25
422,stokmarknes,75,NO,1543351800,86,68.56,14.91,39.2,16.11
423,yantal,56,RU,1543352991,81,56.85,105.25,5.04,2.51
424,acajutla,0,SV,1543351800,38,13.59,-89.83,89.6,4.7
425,udachnyy,0,RU,1543352992,70,66.42,112.4,-36.86,2.39
426,mount gambier,40,AU,1543349580,93,-37.83,140.78,55.4,10.29
427,maceio,75,BR,1543348800,69,-9.67,-35.74,78.8,4.7
428,marevo,90,BA,1543350600,94,43.57,18.7,32.0,6.93
429,ancud,0,CL,1543348800,63,-41.87,-73.83,62.6,9.17
430,trinidad,90,UY,1543348800,53,-33.52,-56.9,75.2,18.34
431,okahandja,0,NA,1543348800,54,-21.98,16.91,71.6,3.36
432,haines junction,80,CA,1543352995,95,60.75,-137.51,19.84,2.62
433,khani,90,GE,1543350600,87,41.96,42.96,51.8,8.05
434,nhulunbuy,0,AU,1543350600,83,-12.18,136.78,84.2,8.05
435,soyo,0,AO,1543352996,83,-6.13,12.37,78.93,6.08
436,buala,44,SB,1543352996,90,-8.15,159.59,83.74,7.31
437,elur,20,IN,1543350600,94,10.07,76.3,77.0,4.7
438,evensk,0,RU,1543352997,100,61.92,159.24,-2.62,14.7
439,alofi,75,NU,1543352400,74,-19.06,-169.92,84.2,8.05
440,lafia,36,NG,1543352997,50,8.5,8.51,74.79,5.75
441,charlestown,75,US,1543352040,100,41.38,-71.64,46.04,14.99
442,pitea,0,SE,1543351800,78,65.32,21.48,17.6,3.36
443,juan lacaze,90,UY,1543348800,60,-34.43,-57.44,69.8,5.82
444,kimbe,8,PG,1543352999,100,-5.56,150.15,79.56,2.51
445,maamba,56,ZM,1543352999,96,-17.36,27.22,64.08,3.06
446,otane,92,NZ,1543353000,100,-39.89,176.62,56.02,5.08
447,riyadh,0,SA,1543352400,67,24.63,46.72,59.0,4.7
448,isangel,48,VU,1543353000,100,-19.55,169.27,77.62,4.18
449,puerto carreno,40,CO,1543348800,55,6.19,-67.49,91.4,2.51
450,flinders,90,AU,1543350600,100,-34.58,150.85,62.6,13.87
451,puerto escondido,20,MX,1543351260,74,15.86,-97.07,84.2,6.93
452,tuatapere,0,NZ,1543353001,90,-46.13,167.69,55.57,6.76
453,nizwa,0,OM,1543353002,83,22.93,57.53,60.34,4.97
454,bathsheba,20,BB,1543348800,69,13.22,-59.52,82.4,20.8
455,cam ranh,20,VN,1543350600,88,11.92,109.15,75.2,3.36
456,isla mujeres,75,MX,1543351620,83,21.23,-86.73,77.0,6.93
457,syracuse,90,US,1543352100,98,43.05,-76.15,33.98,10.29
458,zhuhai,0,CN,1543348800,56,40.71,112.04,14.0,4.47
459,carutapera,88,BR,1543353004,80,-1.2,-46.02,82.39,10.0
460,alyangula,8,AU,1543348800,83,-13.85,136.42,82.4,4.7
461,shenjiamen,48,CN,1543353005,95,29.96,122.3,59.71,13.47
462,ust-kuyga,20,RU,1543353005,0,70.0,135.55,-40.28,3.85
463,koumac,68,NC,1543353007,100,-20.56,164.28,75.19,1.61
464,yar-sale,76,RU,1543353007,83,66.83,70.83,-8.92,8.21
465,vytegra,24,RU,1543353007,100,61.01,36.45,5.94,5.3
466,jedrzejow,88,PL,1543353008,78,50.64,20.3,28.8,5.53
467,newport,68,GB,1543351800,100,51.59,-3.0,48.2,6.93
468,simao,0,CN,1543353009,86,22.76,100.79,42.79,1.95
469,maraba,20,BR,1543348800,66,-5.35,-49.1,89.6,4.7
470,wichita falls,1,US,1543352100,24,33.91,-98.49,64.58,4.7
471,shuyskoye,48,RU,1543353010,79,59.37,41.03,10.66,6.76
472,orel-izumrud,90,RU,1543350600,93,43.46,39.92,51.8,11.18
473,artigas,48,BR,1543353010,72,-30.4,-56.46,78.12,11.45
474,guantanamo,75,BO,1543348800,83,-16.14,-62.05,80.6,6.93
475,mampong,56,GH,1543353011,70,7.06,-1.4,78.84,4.63
476,guarapuava,48,BR,1543353011,60,-25.4,-51.46,75.64,4.29
477,troitsko-pechorsk,80,RU,1543353012,79,62.71,56.19,10.53,4.41
478,saint-joseph,0,FR,1543350600,49,43.56,6.97,48.2,6.93
479,adrar,0,DZ,1543348800,54,27.87,-0.29,60.8,11.41
480,sao filipe,0,CV,1543353013,93,14.9,-24.5,76.54,13.13
481,coihueco,0,CL,1543348800,27,-36.63,-71.83,78.8,9.17
482,chicama,0,PE,1543348800,73,-7.84,-79.15,71.6,11.41
483,gairatganj,20,IN,1543353014,81,23.42,78.24,55.62,2.73
484,chama,32,ZM,1543353015,50,-11.22,33.16,76.23,7.43
485,seoul,75,KR,1543352400,86,37.57,126.98,39.2,4.63
486,mikumi,68,TZ,1543353015,97,-7.4,36.98,67.77,1.05
487,coruripe,92,BR,1543353015,94,-10.12,-36.18,80.32,13.02
488,hualmay,0,PE,1543353016,62,-11.1,-77.61,71.86,5.97
489,touros,40,BR,1543348800,66,-5.2,-35.46,84.2,13.87
490,kostomuksha,0,RU,1543353017,79,64.59,30.6,8.64,6.42
491,tanout,8,NE,1543353017,27,14.97,8.88,66.78,8.99
492,diamantino,100,BR,1543353018,95,-14.4,-56.44,74.61,5.75
493,pasighat,0,IN,1543353018,59,28.06,95.33,54.04,2.73
494,sola,75,NO,1543351800,64,58.89,5.65,37.4,9.17
495,maun,0,BW,1543348800,48,-19.99,23.42,82.4,9.17
496,goulburn,92,AU,1543353019,100,-34.75,149.72,56.47,8.21
497,meadow lake,90,CA,1543348800,79,54.13,-108.44,21.2,13.87
498,luderitz,0,NA,1543353020,68,-26.65,15.16,60.52,24.99
499,cumberland,90,US,1543352160,64,41.97,-71.43,46.04,16.11
500,okhotsk,0,RU,1543353021,100,59.36,143.24,-7.21,9.1
501,xichang,0,CN,1543353022,77,27.88,102.25,24.57,1.39
502,capaci,75,IT,1543351800,72,38.17,13.24,59.0,17.22
503,ugoofaaru,8,MV,1543353023,100,5.67,73.0,83.61,17.27
504,ilebo,44,CD,1543353023,92,-4.33,20.59,75.69,2.06
505,bilibino,12,RU,1543353023,71,68.06,166.44,-37.13,2.17
506,kapenguria,0,KE,1543353024,86,1.25,35.09,50.89,1.95
507,pittsburg,90,US,1543352400,69,38.02,-121.89,62.6,9.17
508,cabedelo,75,BR,1543348800,83,-6.97,-34.84,78.8,10.29
509,delhi,40,IN,1543350600,68,28.65,77.22,64.4,3.36
510,samana,40,EC,1543348800,62,0.12,-76.97,86.0,8.05
511,mujiayingzi,32,CN,1543353101,36,42.12,118.78,11.02,2.39
512,gombong,56,ID,1543353026,98,-7.19,109.31,69.48,2.28
513,cheremshanka,80,UA,1543353027,91,51.44,24.5,27.09,6.76
514,hwange,68,ZW,1543353027,74,-18.35,26.5,71.86,7.43
515,gimli,68,CA,1543352920,77,50.63,-96.99,10.89,3.96
516,mingyue,0,CN,1543353028,31,43.11,128.91,15.12,9.66
517,maine-soroa,0,NE,1543353029,34,13.21,12.02,67.54,6.42
518,mindelo,75,PT,1543350600,71,41.31,-8.72,55.4,10.29
519,negombo,20,LK,1543349400,83,7.21,79.83,77.0,9.17
520,yarada,48,IN,1543352400,82,17.65,83.27,68.0,8.05
521,zemio,0,CF,1543353032,84,5.02,25.13,70.83,2.51
522,canutama,48,BR,1543353032,82,-6.53,-64.38,81.04,4.63
523,cockburn town,75,TC,1543348800,74,21.46,-71.14,82.4,5.82
524,rantepao,20,ID,1543353033,100,-2.97,119.9,64.66,1.5
525,sayyan,0,YE,1543353033,77,15.17,44.32,47.43,5.19
526,shingu,92,JP,1543353033,100,33.72,135.99,63.0,5.64
527,progreso,90,UY,1543348800,53,-34.68,-56.22,75.2,12.75
528,tromso,75,NO,1543351800,80,69.65,18.96,33.8,19.46
529,caracuaro,56,MX,1543353035,43,19.01,-101.13,75.82,3.4
530,abha,0,SA,1543348800,71,18.22,42.5,60.8,4.7
531,gillette,75,US,1543348380,42,44.29,-105.5,48.02,16.11
532,acari,92,BR,1543353036,69,-6.44,-36.64,76.72,13.02
533,subirana,75,HN,1543352400,74,15.2,-87.45,84.2,13.87
534,barranca de upia,20,CO,1543353037,66,4.57,-72.97,74.97,1.39
535,kortkeros,40,RU,1543350600,85,61.81,51.56,12.2,4.47
536,harrison,90,US,1543352100,77,39.26,-84.82,26.96,14.99
537,porto torres,0,IT,1543351800,66,40.84,8.4,55.4,8.05
538,sable-sur-sarthe,90,FR,1543350600,100,47.84,-0.33,51.8,13.87
539,pinheiro machado,36,BR,1543353034,56,-31.58,-53.38,73.66,19.06
